,0
0,0.2542283236980438
1,0.12027349323034286
2,0.051244061440229416
3,0.005964211188256741
4,0.750726044178009
5,0.70661860704422
6,0.6434071660041809
7,0.06550215929746628
8,0.05340168625116348
9,0.2763543725013733
10,0.010725474916398525
11,0.09978894889354706
12,0.019339000806212425
13,0.0021455876994878054
14,0.011363455094397068
15,0.27998459339141846
16,0.08056920021772385
17,0.48143988847732544
18,0.14499258995056152
19,0.36595869064331055
20,0.0021855910308659077
21,0.002576477825641632
22,0.07427320629358292
23,0.22164225578308105
24,0.27400052547454834
25,0.28358161449432373
26,0.30193033814430237
27,7.56445515435189e-05
28,0.004818884190171957
29,0.30409637093544006
30,0.150609090924263
31,0.7392683625221252
32,0.03989456221461296
33,0.068230040371418
34,0.015183993615210056
35,0.5001401901245117
36,0.6338198184967041
37,0.05730447918176651
38,0.03765597194433212
39,0.08125679194927216
40,0.0922171100974083
41,0.14340992271900177
42,0.5602071285247803
43,0.05235522240400314
44,0.1454886496067047
45,0.042644210159778595
46,0.03455876186490059
47,0.01861274614930153
48,0.04087718948721886
49,0.18214845657348633
50,0.08960047364234924
51,0.004095187410712242
52,0.06780959665775299
53,0.10015829652547836
54,0.20799152553081512
55,0.08297938108444214
56,0.010183020494878292
57,0.06476296484470367
58,0.441926509141922
59,0.04026671499013901
60,0.27859044075012207
61,0.15077289938926697
62,0.033901289105415344
63,0.0020367137622088194
64,0.12244603037834167
65,0.05567179620265961
66,0.10314261168241501
67,0.026115719228982925
68,0.00048059929395094514
69,0.09613323211669922
70,0.3817903399467468
71,0.1793530285358429
72,0.25180262327194214
73,0.15311911702156067
74,0.04555132985115051
75,0.13000057637691498
76,0.1541776955127716
77,0.6023515462875366
78,0.46062400937080383
79,0.014480751939117908
80,0.10428479313850403
81,0.5917232632637024
82,0.6751590371131897
83,0.017301959916949272
84,0.1776200830936432
85,0.5836069583892822
86,0.050663940608501434
87,0.24852284789085388
88,0.02634408511221409
89,0.4898117184638977
90,0.010625148192048073
91,0.28986304998397827
92,0.20192278921604156
93,0.017657095566391945
94,0.15133708715438843
95,0.13309097290039062
96,0.38266250491142273
97,0.029583461582660675
98,0.005875117145478725
99,0.5596859455108643
100,0.22873486578464508
101,0.22524043917655945
102,0.028836200013756752
103,0.7345787882804871
104,0.17071156203746796
105,0.07068058848381042
106,0.531593918800354
107,0.06058798357844353
108,0.026680421084165573
109,0.0026707162614911795
110,0.49088624119758606
111,0.025245288386940956
112,0.12998108565807343
113,0.043226730078458786
114,0.00435533607378602
115,0.13807198405265808
116,0.015261444263160229
117,0.20459938049316406
118,0.053920894861221313
119,0.4853604733943939
120,0.12177123874425888
121,0.030518801882863045
122,0.19843263924121857
123,0.05151590704917908
124,0.19753976166248322
125,0.01987629197537899
126,0.24672093987464905
127,0.014229313470423222
128,0.04288662225008011
129,0.12447898834943771
130,0.6133198142051697
131,0.06084973365068436
132,0.289398193359375
133,0.4312724471092224
134,0.0762506052851677
135,0.33599555492401123
136,0.01844637282192707
137,0.2879423499107361
138,0.09897970408201218
139,0.0013908181572332978
140,0.09617389738559723
141,0.4119776487350464
142,0.17206507921218872
143,0.02957308664917946
144,0.015250341035425663
145,0.23913022875785828
146,0.1470947116613388
147,0.572143018245697
148,0.027344657108187675
149,0.08021673560142517
