,0
0,0.09977474808692932
1,0.0025684114079922438
2,0.479098379611969
3,0.3295828104019165
4,0.306027352809906
5,0.00018916235421784222
6,0.6800612211227417
7,0.07902663946151733
8,0.10076864063739777
9,0.27799803018569946
10,0.6133493185043335
11,0.16391731798648834
12,0.30035656690597534
13,0.43420669436454773
14,0.07499618828296661
15,0.2835424542427063
16,0.10057859867811203
17,0.56352299451828
18,0.03179270774126053
19,0.026540759950876236
20,0.03206780552864075
21,0.034921906888484955
22,0.00014439666119869798
23,0.07108119875192642
24,0.390983521938324
25,0.11133821308612823
26,0.023630227893590927
27,0.24518705904483795
28,0.22778543829917908
29,0.24117350578308105
30,0.01084544975310564
31,0.008224048651754856
32,0.1631932556629181
33,0.17050617933273315
34,0.031095825135707855
35,0.7396717071533203
36,0.00751917390152812
37,0.03141581267118454
38,0.24179607629776
39,0.30190831422805786
40,0.09436647593975067
41,0.493346631526947
42,0.019690759479999542
43,0.10560327768325806
44,0.006748958490788937
45,0.23954860866069794
46,0.0008551653008908033
47,0.013246322050690651
48,0.02793954312801361
49,0.05655446648597717
50,0.17696958780288696
51,0.12950754165649414
52,0.006274575367569923
53,0.24269507825374603
54,0.027806222438812256
55,0.003372742561623454
56,0.8565935492515564
57,0.0024818445090204477
58,0.3162396550178528
59,0.011848530732095242
60,0.03375062718987465
61,0.15596230328083038
62,0.005239351186901331
63,0.01723617874085903
64,0.09285491704940796
65,0.3071489632129669
66,0.008908133953809738
67,0.34543371200561523
68,0.14517612755298615
69,0.014711613766849041
70,0.1612781286239624
71,0.00017129283514805138
72,0.00032685400219634175
73,0.1325027346611023
74,0.028400039300322533
75,0.23912876844406128
76,0.08662448823451996
77,0.10324006527662277
78,0.01740764081478119
79,0.13265061378479004
80,0.07966198772192001
81,0.2026539295911789
82,0.05218315124511719
83,0.3824985921382904
84,0.22722014784812927
85,0.04854191839694977
86,0.3603881597518921
87,0.06463976204395294
88,0.1496574729681015
89,0.03586596995592117
90,0.4966844320297241
91,0.014957591891288757
92,0.11204778403043747
93,0.3476937711238861
94,0.041826363652944565
95,0.2626945674419403
96,0.18061217665672302
97,0.3118302524089813
98,0.5861104130744934
99,0.3981166183948517
100,0.45958203077316284
101,0.4372608959674835
102,0.0035723403561860323
103,0.3077400028705597
104,0.7125558257102966
105,0.025516236200928688
106,0.29843249917030334
107,0.20305828750133514
108,0.007479168474674225
109,0.08833619207143784
110,0.00035494097392074764
111,0.3170720338821411
112,0.0009454195387661457
113,0.7862491011619568
114,0.4850410521030426
115,0.3631746470928192
116,0.03316115215420723
117,0.717398464679718
118,0.022770941257476807
119,0.009598123840987682
120,0.0022301292046904564
121,0.2431224286556244
122,0.008091621100902557
123,8.118968980852515e-05
124,0.20565491914749146
125,0.41147732734680176
126,0.4529048502445221
127,0.7184752821922302
128,0.12510594725608826
129,0.10573375225067139
130,0.0035113065969198942
131,0.5399454832077026
132,0.06198858469724655
133,0.012109184637665749
134,0.1267722249031067
135,0.0793343186378479
136,0.6981692314147949
137,0.0017813685117289424
138,0.19875769317150116
139,0.18583668768405914
140,0.08355163037776947
141,0.7760170698165894
142,0.6560685634613037
143,0.5864941477775574
144,0.5259712934494019
145,0.2012445032596588
146,0.016962198540568352
147,0.0012334949569776654
148,0.6537453532218933
149,0.21607348322868347
