,0
0,0.08620760589838028
1,0.28154879808425903
2,0.36772212386131287
3,0.2476327270269394
4,0.414701372385025
5,0.5902413725852966
6,0.09858015924692154
7,0.0370580218732357
8,0.4364595413208008
9,0.0045576319098472595
10,0.06927724927663803
11,0.016735613346099854
12,0.2659505009651184
13,0.00028263809508644044
14,0.00021756290516350418
15,0.0017989168409258127
16,0.00454009510576725
17,0.017939643934369087
18,0.34041666984558105
19,0.7831925749778748
20,0.31282535195350647
21,0.03531068190932274
22,0.0008644904009997845
23,0.3948999047279358
24,0.14086027443408966
25,0.247885063290596
26,0.4133736789226532
27,0.5102681517601013
28,0.07747211307287216
29,0.09606361389160156
30,0.7479568123817444
31,0.01262708380818367
32,0.00049028848297894
33,5.937891182838939e-05
34,0.2360210418701172
35,0.007457162719219923
36,0.0008575447136536241
37,0.40948861837387085
38,0.0002861081447917968
39,0.03311297670006752
40,0.21293795108795166
41,0.07347437739372253
42,0.210317000746727
43,0.10754623264074326
44,0.3412856161594391
45,0.1352216750383377
46,0.10674451291561127
47,0.22857661545276642
48,0.4356788098812103
49,0.00034350852365605533
50,0.0032554406207054853
51,0.010550125502049923
52,0.34620925784111023
53,0.41500380635261536
54,0.005096968729048967
55,0.032590676099061966
56,0.16184590756893158
57,0.013501006178557873
58,0.46699780225753784
59,0.3610658049583435
60,0.17431257665157318
61,0.061806079000234604
62,0.08877219259738922
63,0.09229957312345505
64,0.27427026629447937
65,0.00026351501583121717
66,0.16907481849193573
67,0.3648355007171631
68,0.1587003767490387
69,0.09214421361684799
70,0.0003402982256375253
71,0.2156248539686203
72,0.01184492465108633
73,0.4940374195575714
74,0.32244157791137695
75,0.015901556238532066
76,0.1358538717031479
77,0.06011107936501503
78,7.664674194529653e-05
79,0.3844001889228821
80,0.0967462882399559
81,0.12015538662672043
82,0.005690818186849356
83,0.22038348019123077
84,0.32640525698661804
85,0.6008428335189819
86,0.046251729130744934
87,0.44284510612487793
88,0.001958099426701665
89,0.04764002934098244
90,0.43893614411354065
91,0.009027451276779175
92,0.0037787631154060364
93,0.05093304067850113
94,0.01026967354118824
95,0.02568742074072361
96,0.21184442937374115
97,0.13682079315185547
98,0.010123872198164463
99,0.07645143568515778
100,0.5679704546928406
101,0.003990359604358673
102,0.44124871492385864
103,0.061139337718486786
104,0.16789782047271729
105,0.1764320284128189
106,0.22598770260810852
107,0.06423137336969376
108,0.07575922459363937
109,0.2563193142414093
110,0.038379233330488205
111,0.4788486361503601
112,0.7242054343223572
113,0.41682207584381104
114,0.04206299036741257
115,0.5336989760398865
116,0.029562821611762047
117,0.15500378608703613
118,0.027675511315464973
119,0.006028431002050638
120,0.00014460389502346516
121,0.0020412704907357693
122,0.012158917263150215
123,0.6587363481521606
124,0.028636297211050987
125,0.09187706559896469
126,0.1309828907251358
127,0.0009869547793641686
128,0.07326464354991913
129,0.1547318994998932
130,0.3988860547542572
131,0.0010306539479643106
132,0.19564026594161987
133,0.13216771185398102
134,0.00910522323101759
135,0.0024386111181229353
136,0.3897726535797119
137,0.010109851136803627
138,0.27306389808654785
139,0.5404973030090332
140,0.018134457990527153
141,0.21003076434135437
142,0.03035293146967888
143,0.15134267508983612
144,0.008086609654128551
145,0.06993693858385086
146,0.4132812023162842
147,0.34810876846313477
148,0.36000826954841614
149,0.4876512885093689
