,0
0,0.19753527641296387
1,0.34381014108657837
2,0.4299331307411194
3,0.5518679618835449
4,0.0012807912426069379
5,6.228140409803018e-05
6,0.026361143216490746
7,6.045847840141505e-05
8,0.3209995925426483
9,0.012410908937454224
10,0.024051785469055176
11,0.339832067489624
12,0.2518673837184906
13,0.022056082263588905
14,0.2879866659641266
15,0.016921034082770348
16,0.0006572955753654242
17,0.10592886060476303
18,0.05056910589337349
19,0.2759934067726135
20,0.029308093711733818
21,0.4045856297016144
22,0.15405067801475525
23,0.36076468229293823
24,0.008493263274431229
25,0.010985678061842918
26,0.0012169535038992763
27,0.10292897373437881
28,0.2839266359806061
29,0.013044624589383602
30,0.4632617235183716
31,0.06133217737078667
32,0.07635270059108734
33,0.10649760812520981
34,0.1801936775445938
35,0.1535681039094925
36,0.020680490881204605
37,0.13361942768096924
38,0.18167197704315186
39,0.0004852973506785929
40,0.022121328860521317
41,0.30216923356056213
42,0.11754249036312103
43,0.014740644954144955
44,0.04726564511656761
45,0.41432300209999084
46,0.02949417382478714
47,0.0009096018620766699
48,0.4487784504890442
49,0.11092931032180786
50,0.04093628749251366
51,0.11013031005859375
52,3.265458872192539e-05
53,0.1316402703523636
54,0.21139265596866608
55,0.4333377480506897
56,0.0074783191084861755
57,0.00028986361576244235
58,0.029603274539113045
59,0.13872294127941132
60,0.1157195195555687
61,0.08601995557546616
62,0.03355570137500763
63,0.2929134666919708
64,0.004900343716144562
65,0.48557740449905396
66,0.12916897237300873
67,0.2612936496734619
68,0.2278764545917511
69,0.0021064206957817078
70,0.020306363701820374
71,0.10099982470273972
72,0.004307904280722141
73,0.015076041221618652
74,0.016761645674705505
75,0.002065507462248206
76,0.007541682105511427
77,0.2164996862411499
78,0.007482188753783703
79,0.4484013020992279
80,0.552295446395874
81,0.3521044850349426
82,0.0009117302251979709
83,0.48011091351509094
84,0.3066069185733795
85,0.037313658744096756
86,0.038780320435762405
87,0.023732585832476616
88,0.043203603476285934
89,0.0882735326886177
90,0.4609653651714325
91,0.0002645471249707043
92,0.11757577210664749
93,0.07981182634830475
94,0.0011464604176580906
95,0.08150317519903183
96,0.4688020646572113
97,0.19402305781841278
98,0.05464007705450058
99,0.0012735745403915644
100,0.24514685571193695
101,0.3091874420642853
102,0.06302614510059357
103,0.4879226088523865
104,0.0862666666507721
105,0.5297594666481018
106,0.4794853627681732
107,0.03251812607049942
108,0.12378862500190735
109,0.2776713967323303
110,0.020737409591674805
111,0.019326094537973404
112,0.10611222684383392
113,0.07253225892782211
114,0.06764348596334457
115,0.1874515563249588
116,0.22896899282932281
117,3.405863026273437e-06
118,0.05008074641227722
119,0.4413679540157318
120,0.3196656405925751
121,0.03192094713449478
122,0.04262353107333183
123,0.004049757961183786
124,0.26214343309402466
125,0.0006744415150023997
126,0.06826561689376831
127,0.09280531853437424
128,0.4744643270969391
129,0.3069140315055847
130,0.006982977036386728
131,0.10676431655883789
132,0.002316162921488285
133,0.11611853539943695
134,0.4986006021499634
135,0.09534551948308945
136,0.013227855786681175
137,0.051242850720882416
138,0.002699651988223195
139,0.00021253952581901103
140,0.14035549759864807
141,0.033215198665857315
142,0.34181779623031616
143,0.0076515451073646545
144,0.5094221830368042
145,0.24696171283721924
146,0.1955312341451645
147,0.7961249947547913
148,0.00047150012687779963
149,0.5286765694618225
