,0
0,0.4592961370944977
1,0.05759550258517265
2,0.4763510227203369
3,0.7598240971565247
4,0.058609891682863235
5,0.22434833645820618
6,0.23800788819789886
7,0.342072069644928
8,0.008573241531848907
9,0.18635942041873932
10,0.5525839924812317
11,0.031060487031936646
12,0.2622889578342438
13,0.40723535418510437
14,0.6222906708717346
15,0.6536301374435425
16,0.09887442737817764
17,0.023366978392004967
18,0.037834614515304565
19,0.0062265717424452305
20,0.034068264067173004
21,0.000434743647929281
22,0.5995006561279297
23,0.009891154244542122
24,0.005452896934002638
25,0.1465597003698349
26,0.008144414983689785
27,0.033624567091464996
28,0.5247586369514465
29,0.3344191312789917
30,0.26981326937675476
31,0.0836181789636612
32,0.0020424865651875734
33,0.36882632970809937
34,0.8561252355575562
35,0.011457223445177078
36,0.09978380799293518
37,0.10646945238113403
38,0.7249312996864319
39,0.0003231048758607358
40,0.47231754660606384
41,0.20278789103031158
42,0.6771945357322693
43,0.40593478083610535
44,0.10539531707763672
45,0.028814977034926414
46,0.001647717203013599
47,0.15622267127037048
48,0.017005879431962967
49,0.29517683386802673
50,0.018408216536045074
51,0.18129414319992065
52,0.4582947790622711
53,0.056334566324949265
54,0.8056343197822571
55,0.1095125749707222
56,0.07551572471857071
57,0.34996965527534485
58,0.035530783236026764
59,0.1485285609960556
60,0.04865259304642677
61,0.011605224572122097
62,0.011709405109286308
63,0.3569287359714508
64,0.5798515677452087
65,0.568821370601654
66,0.00011732117127394304
67,0.010275621898472309
68,0.09121989458799362
69,0.0010799587471410632
70,0.02440844289958477
71,0.37184879183769226
72,0.18707048892974854
73,0.10396812856197357
74,0.30675435066223145
75,0.05065064877271652
76,0.00041768173105083406
77,0.12259691208600998
78,0.03661748766899109
79,0.15547162294387817
80,0.517462432384491
81,0.17872855067253113
82,0.20204579830169678
83,0.058915965259075165
84,0.0017230683006346226
85,0.007227185647934675
86,0.31874245405197144
87,0.1578759104013443
88,0.05654677376151085
89,0.18633054196834564
90,0.08246941864490509
91,0.07566492259502411
92,0.3302426338195801
93,0.08316010981798172
94,0.054997723549604416
95,0.153171569108963
96,0.004111235495656729
97,0.12717044353485107
98,0.2881018817424774
99,0.007767787668853998
100,0.32747355103492737
101,0.002486251760274172
102,0.06219055876135826
103,0.04633960872888565
104,0.031587596982717514
105,0.5681359767913818
106,0.0057563153095543385
107,0.004461237229406834
108,0.6876701712608337
109,0.5206946730613708
110,0.06332788616418839
111,0.21764340996742249
112,0.011305319145321846
113,0.046647731214761734
114,0.33143582940101624
115,0.33410170674324036
116,0.007339330390095711
117,0.05394204333424568
118,0.022190913558006287
119,0.04418352618813515
120,0.048550404608249664
121,0.05195680633187294
122,0.06719782203435898
123,0.07453879714012146
124,0.0528663694858551
125,0.08258181810379028
126,0.010006321594119072
127,0.004291625693440437
128,0.16902516782283783
129,0.29362010955810547
130,0.14596343040466309
131,0.3649536073207855
132,0.36881616711616516
133,0.5654627680778503
134,0.14633972942829132
135,0.5819202065467834
136,0.3419514000415802
137,0.03588351607322693
138,0.20420169830322266
139,0.005146816372871399
140,0.8508484959602356
141,0.03952525928616524
142,0.34023433923721313
143,0.0357586145401001
144,0.007629689294844866
145,0.18644359707832336
146,0.04646671563386917
147,0.020992672070860863
148,0.3197208046913147
149,0.27114787697792053
