,0
0,0.09441640228033066
1,0.24253129959106445
2,0.15731382369995117
3,0.09891338646411896
4,0.290586918592453
5,0.010810655541718006
6,0.17626184225082397
7,0.3096647560596466
8,0.0326266884803772
9,0.09669463336467743
10,0.0825161412358284
11,0.4977250397205353
12,0.23835764825344086
13,0.016243906691670418
14,0.30821511149406433
15,0.03816854953765869
16,0.12921668589115143
17,0.3424684703350067
18,0.04819802939891815
19,0.09144610166549683
20,0.030669663101434708
21,0.12174060940742493
22,0.0029178245458751917
23,0.06664244085550308
24,0.16561169922351837
25,0.03770449757575989
26,0.056972015649080276
27,0.09527330100536346
28,0.28270116448402405
29,0.5043927431106567
30,0.15584994852542877
31,0.06665915250778198
32,0.017980890348553658
33,0.590494692325592
34,0.01511736772954464
35,0.14922462403774261
36,0.15165475010871887
37,0.044811882078647614
38,0.08598699420690536
39,0.03724982589483261
40,0.07403706014156342
41,0.16315391659736633
42,0.21588462591171265
43,0.001805720734409988
44,0.00012597902968991548
45,0.10011953115463257
46,0.011280945502221584
47,0.10980942100286484
48,0.18560588359832764
49,0.41812506318092346
50,0.06906533986330032
51,0.04146166518330574
52,0.662306010723114
53,0.06662073731422424
54,0.02314065583050251
55,0.021414974704384804
56,0.39067360758781433
57,0.004995562601834536
58,0.17326897382736206
59,0.3714231252670288
60,0.2279723435640335
61,0.017947474494576454
62,0.03847787156701088
63,0.21307985484600067
64,0.16697299480438232
65,0.020748646929860115
66,0.009195605292916298
67,0.29354849457740784
68,0.21194015443325043
69,0.1966772824525833
70,0.00015332653129007667
71,0.12688736617565155
72,0.4129319489002228
73,0.2320861518383026
74,0.09743653237819672
75,0.027121901512145996
76,0.2915489971637726
77,0.13294188678264618
78,0.6926087737083435
79,0.5790524482727051
80,0.24622724950313568
81,0.03319038823246956
82,0.029151802882552147
83,0.013714363798499107
84,0.4579056203365326
85,0.15992191433906555
86,0.4765509366989136
87,0.21764737367630005
88,0.026418624445796013
89,0.4952644109725952
90,0.13951881229877472
91,0.3709234595298767
92,0.3375804126262665
93,0.0945364311337471
94,0.009900311939418316
95,0.05642392858862877
96,0.1443779468536377
97,0.0947996973991394
98,0.3342593312263489
99,0.37089526653289795
100,0.014114031568169594
101,0.03599848970770836
102,0.1197013184428215
103,0.009026377461850643
104,0.036914024502038956
105,0.05881307274103165
106,0.12065831571817398
107,0.23948046565055847
108,0.1276925504207611
109,0.15949806571006775
110,0.04784424230456352
111,0.3071274161338806
112,0.21462266147136688
113,0.05836961790919304
114,0.1293567568063736
115,0.008731704205274582
116,0.40387779474258423
117,0.2078029364347458
118,0.08676820993423462
119,0.12813232839107513
120,0.012209500186145306
121,0.3540887236595154
122,0.22956983745098114
123,0.0038531776517629623
124,0.3427791893482208
125,0.2333029806613922
126,0.0018412627978250384
127,0.14106906950473785
128,0.42660224437713623
129,0.19488033652305603
130,0.10139624774456024
131,0.015413779765367508
132,0.07365155965089798
133,0.2077966034412384
134,0.3377898931503296
135,0.07189033180475235
136,0.0029286067001521587
137,0.08215252310037613
138,0.1677311211824417
139,0.3051910698413849
140,0.6717644333839417
141,0.14574973285198212
142,0.0773451179265976
143,0.4054422974586487
144,0.13385997712612152
145,0.04055825248360634
146,0.46163490414619446
147,0.14812515676021576
148,0.02184167504310608
149,0.1692786067724228
